shipment_id,fuel_cost,labor_cost,misc_cost
32c4947b,29.9,46.29,20.56
d139e702,91.22,148.61,22.33
9a39525b,22.95,85.55,18.05
8abd5501,17.71,39.62,46.68
5a96d81a,25.43,40.35,8.45
8a4d94ff,91.76,84.0,22.81
c58b4c22,96.56,76.26,15.49
feb7c4c9,96.49,97.88,15.77
71d7be2e,17.29,80.17,19.33
83b7ca20,30.86,130.58,19.84
ceb6f182,25.19,25.87,34.6
10117024,62.65,88.66,45.03
9034f200,44.33,101.29,13.14
2f76f3a6,48.8,110.74,18.3
42ba59e5,40.54,72.76,11.38
a88b411b,45.92,62.33,35.03
cb1e2962,49.25,37.84,33.16
4e8b43a3,99.67,101.65,15.35
05a0f164,70.47,113.71,48.56
bb227420,45.63,26.66,16.7
62b38cce,67.36,137.19,33.26
a06b9bbc,60.01,95.91,26.44
5b441a43,33.71,146.8,11.28
c3eb7629,65.94,84.39,33.32
bdc15b15,78.37,30.65,9.4
f359b784,91.86,21.0,29.12
d4a558d4,27.49,95.48,48.7
a4cd8686,27.69,31.38,7.16
bf358f15,73.01,108.24,16.17
e38fa7c1,24.04,89.45,21.61
9db0f41b,49.1,118.32,44.17
95438223,55.75,20.79,35.6
b02983d4,66.47,54.53,9.86
3df630ba,84.4,136.15,34.78
5fb5b633,87.05,92.39,26.24
a7708fd6,46.47,20.49,32.0
1d120738,18.88,24.37,23.8
7efbcee7,81.99,144.45,14.74
43902cec,43.51,79.2,23.45
11b320b9,95.59,103.78,10.13
b027fc3b,84.87,86.93,12.54
0ef811c0,18.12,81.43,19.6
bde27572,18.94,70.32,18.78
b6aef4bc,30.82,121.0,5.21
f96ebe27,28.96,88.53,34.85
7b8ab5a2,79.8,138.53,27.97
80a3435b,72.05,73.24,14.66
bcc430f1,68.69,91.88,15.98
2f381cc6,63.13,22.78,34.4
0f6c0eb3,35.25,31.82,31.9
28de171c,40.67,104.11,49.19
1a5f82f3,61.0,40.18,37.85
99686f3e,36.65,106.61,47.03
365ceb6c,13.25,92.8,47.71
1a5db863,69.69,29.77,45.36
4a71440d,83.41,103.17,41.37
63b91622,22.24,111.64,28.01
0e38bf2b,51.47,63.79,47.65
bc972ee9,51.54,60.2,8.15
72a0f51a,42.79,69.75,17.08
bd3d0fe8,13.63,74.94,38.21
9a3fef48,34.98,45.7,37.53
73a82f65,21.79,50.76,24.74
c398b934,81.2,70.3,33.74
b9621c8d,15.6,113.89,24.49
f0011c09,78.36,84.78,15.02
c4fdee11,44.68,111.21,39.63
a22fdaaa,22.63,48.99,49.29
86f151a0,87.5,143.28,26.07
11e52248,62.54,126.88,6.98
3b0cd878,35.54,114.36,9.19
b09419d5,67.24,23.93,6.04
a6dfed1f,58.87,31.07,14.92
7d1c10dd,58.95,131.15,27.23
42597dd6,98.8,143.94,43.7
44cbc326,91.11,106.14,46.1
3b0901a7,16.38,25.22,21.6
2a1a2cf8,20.75,91.74,13.6
48183103,43.41,146.87,8.97
9b23ff58,32.13,130.71,38.81
211e86b6,61.61,142.06,15.16
b672c8b7,25.69,148.21,46.83
314c0445,76.67,54.03,32.3
92c25510,55.07,103.03,34.67
12b034de,37.88,146.77,24.23
f7d33277,65.35,72.99,38.41
846a1a5c,21.53,32.88,10.25
ce302b05,19.04,57.88,32.17
b0e184f7,76.1,42.67,42.73
cfd731d7,79.04,63.71,15.8
b02137f2,11.72,67.55,48.64
65ef4799,45.89,95.76,10.65
b16971f1,64.57,127.93,18.03
e227bf30,31.81,25.32,6.05
3ec2641f,20.02,113.34,19.61
0eba37d3,24.02,45.32,44.62
8e32600f,11.34,148.7,5.25
44d8acde,47.59,131.24,25.48
7db7482d,35.46,25.48,7.79
180c90d5,16.43,47.13,12.49
26b7bf02,73.05,115.14,9.43
52e1924f,15.25,99.05,7.53
3bd654bc,10.17,46.99,25.27
481fcf93,78.88,76.13,44.73
93bdf47e,49.51,139.4,5.67
79e91d70,85.03,101.41,29.01
05d4bd2c,37.44,53.48,26.63
5033e1f0,95.24,142.57,39.76
073a3989,58.85,105.29,13.1
d8986390,10.23,104.41,26.77
6d849714,63.75,111.94,23.41
a96f674c,31.24,48.88,14.12
4d651e64,97.39,132.55,8.68
94ed64c6,70.59,56.68,49.74
2a1f9cc6,87.29,75.81,44.43
6206f451,63.37,147.37,24.13
9e56a536,25.75,33.52,41.29
51f2645a,50.4,28.68,5.95
772f5137,37.34,66.55,45.57
71f45eca,37.08,142.74,9.34
0dc3b922,75.41,109.82,45.82
ee731316,71.72,102.8,46.5
878e7120,49.96,25.52,45.71
91e1c02f,10.71,64.04,46.49
fb6f9b71,14.26,79.72,18.16
8447d33f,85.71,29.43,33.44
98ced781,77.38,148.16,9.59
15081d26,98.5,84.01,23.87
c4095fe0,89.85,39.28,25.54
86674c63,38.96,50.22,39.66
b4dadd2f,26.27,71.12,32.74
9a1dee3e,42.52,99.56,37.3
1c6b0b50,56.94,66.66,17.05
66d8019c,32.05,24.5,17.42
b2ce5a5e,67.13,44.85,11.0
c386456c,85.35,44.75,33.22
240d8432,57.58,47.67,9.36
5e53b156,11.08,140.26,32.06
cbecb570,28.22,145.46,26.6
096b53bb,77.03,129.31,42.06
0977883f,54.89,106.0,17.65
21e3bdc0,93.52,84.31,26.78
809f427f,88.68,123.17,47.93
cd417c08,66.96,39.26,22.47
cce4945f,96.09,122.63,10.51
9a9edf1b,85.4,92.83,16.71
50c94c5f,49.9,96.49,16.01
cc5aa830,42.74,34.01,47.03
755234c5,22.8,78.17,21.42
5f474ac1,49.37,119.53,6.4
d3097e0c,27.04,102.32,31.03
93fc74c2,72.18,30.61,48.05
fcca08e8,98.27,127.56,23.12
3d22ede3,52.87,139.2,15.76
80acbd29,82.9,100.52,19.83
df561afc,63.55,132.84,25.0
90f7641b,95.64,113.88,12.66
b7ae0ffd,75.99,108.4,43.92
bb35cba1,72.24,30.81,7.32
0654d901,86.05,149.36,8.78
c3a84e03,83.89,106.08,43.95
a67eadb3,75.53,147.44,45.01
8e0c5967,51.13,26.21,49.57
301d7e5a,43.58,79.8,29.1
973b3884,92.08,34.4,31.1
d5f406ee,60.51,135.64,37.92
be2524f9,57.56,25.62,27.29
625560a0,18.15,105.18,43.12
48eab29a,18.59,105.99,11.32
417bd2ed,18.57,29.98,36.21
1b7a14c2,66.28,58.46,14.92
b83e8c6f,28.37,115.93,27.64
e1a98bde,60.69,136.8,13.17
d824e943,23.58,127.81,19.02
db0ea48c,98.96,117.71,44.8
5ec6428c,96.93,20.39,14.46
9368d21c,21.65,86.02,7.88
6f08b741,89.06,130.45,9.77
a7099a6f,45.68,44.9,37.35
dfab1a4a,52.24,126.07,7.26
8825fb33,56.95,77.8,9.72
b6db80cc,62.6,61.41,19.08
6b0aed59,62.66,141.38,38.37
f8f59a78,59.12,107.5,40.17
aaf2f0f7,64.93,51.89,48.54
f0dacf2e,92.63,71.98,44.86
58610bf8,61.38,32.48,24.19
31a53644,45.66,107.19,22.65
1c72c371,43.05,43.55,37.72
b58dd3b1,38.68,83.12,6.02
136c519c,78.08,137.66,20.93
4e629c3c,21.0,113.88,29.25
12e68210,11.18,25.38,41.89
568cac98,16.7,138.57,11.05
98b90899,15.02,29.85,9.72
d7b872c8,18.58,142.48,30.86
3c18a054,55.04,96.47,33.75
36974451,43.37,41.32,40.67
1f8efc77,70.89,65.42,36.43
97fdbe27,97.39,100.78,44.73
51445262,48.73,118.43,26.13
8deaa793,46.28,34.45,10.84
1a903b57,35.99,148.44,9.22
1d770993,67.32,74.89,12.16
b81ccab0,13.08,28.73,37.36
8c8d2e4a,68.4,100.32,43.09
739109aa,13.06,123.09,10.12
a279b753,13.51,47.55,34.08
d33644cc,65.69,92.24,24.43
de63c67b,50.4,41.33,18.3
b82722c5,22.97,125.57,21.39
b3a25198,68.5,43.33,23.22
316ba0c3,53.7,116.46,41.93
484b1853,70.83,95.67,33.5
6daf2669,71.31,133.86,28.2
e4f4c41a,22.92,71.7,5.45
20496b08,80.31,88.71,31.17
d90e0d3f,23.12,127.27,47.14
c1d2238d,18.49,24.51,42.16
04bce013,97.29,67.99,27.02
7b83eb4c,23.29,32.8,10.66
2b290634,54.16,67.48,40.71
022d157e,12.44,50.0,23.34
5ee1ae00,44.48,81.45,40.24
b9e84ea3,36.48,121.19,30.77
3902087d,64.16,94.43,18.5
70646ecb,71.46,66.59,14.99
fad7314b,80.86,141.15,45.6
e0492b15,41.85,71.6,34.44
f7efebbe,86.87,94.98,7.64
dea6fb52,23.91,118.36,47.6
5e6e333f,23.63,31.01,36.17
a3c27245,45.82,59.54,16.88
aca8e75f,88.04,61.25,33.66
218cf991,29.44,69.37,19.82
295df038,35.98,148.31,30.64
3cdcae5b,80.59,25.74,38.11
4eccefe0,31.37,36.9,19.19
9f669f65,64.53,112.9,5.74
e5ffef86,22.08,140.33,24.36
92b03423,55.7,143.35,21.8
60d1676b,21.61,105.67,23.08
e9b5ad65,25.74,106.19,28.93
64f8c7be,86.32,134.25,18.57
dacb3e1c,54.1,55.2,12.27
2e137ba9,90.81,34.23,17.13
ff5a2a1b,37.2,65.28,18.82
8559d115,76.62,87.72,25.42
704e623d,90.8,35.3,20.68
f0b8c655,56.66,114.27,36.94
9baabfc5,28.6,149.59,27.47
dd3eb013,47.83,44.93,40.94
a7a915f8,49.74,53.22,41.13
1ca8e2c6,70.01,80.72,49.31
023b5d10,98.27,71.23,40.72
56d86a8a,36.89,23.3,36.08
4ac3fdbd,49.2,125.83,19.79
a5d55c1e,50.2,109.78,42.13
149574f8,11.22,76.76,48.01
289b21b1,20.43,21.66,42.34
23998de8,70.58,48.85,8.08
7a299d12,73.01,120.85,34.5
276a1de7,35.93,25.74,46.03
bab489c3,65.04,120.11,21.84
227c014a,38.58,44.13,34.6
122a87a9,79.29,30.03,42.85
eb068d43,53.59,81.54,38.86
497120d5,67.92,35.0,13.01
735a24d3,33.52,20.75,38.19
59e99290,66.88,82.68,49.85
a05df65d,97.18,136.49,49.56
ba815c38,95.72,75.33,21.67
64c1eef8,25.29,52.1,40.12
18e04e41,81.41,126.09,14.29
6ef4d254,99.09,25.79,38.67
1501944a,43.57,70.52,6.3
e8046bcb,23.46,104.84,23.45
8f45c40f,19.07,77.32,49.96
9066b2d5,59.95,111.51,17.08
454487b9,74.38,47.38,32.66
b83ddbf7,90.77,95.45,26.18
fd1d2442,15.79,61.02,38.66
5ad116a7,10.55,90.52,21.53
a33ac6cf,70.72,23.04,37.76
ac4e02fb,12.18,107.19,17.3
e2fcb6c7,24.43,61.29,40.17
52a0c281,64.8,108.33,7.47
387d53be,12.19,129.16,15.12
387120b0,68.41,50.38,31.7
d5148f50,52.2,25.66,43.65
d231418f,18.32,73.88,33.3
64c5ed00,72.63,64.91,44.19
a96663d3,82.45,107.05,21.98
9ef5dd63,72.41,56.53,18.05
b6fc5ee1,79.18,123.46,27.44
f6380e76,20.88,146.36,26.39
3ed63103,36.94,133.82,30.75
ac644a11,61.92,80.83,18.51
ee18a1b9,68.87,129.19,23.0
35a4d285,56.6,143.17,29.46
ddd31031,99.53,35.03,10.0
c5e978e6,45.63,60.43,40.82
026b1227,41.37,135.14,37.07
1235b6b3,12.0,68.15,19.53
e9cf4b0f,70.72,130.66,13.23
ad331264,25.65,145.4,41.48
82dce7b0,54.15,118.16,28.11
64229632,16.46,26.27,48.39
ede3e0b2,20.79,102.31,40.3
65fb413e,81.32,118.31,12.81
472bb5da,32.87,72.58,19.63
e8eeb753,67.45,34.3,5.16
5f0915f8,84.53,68.02,44.24
80cdf080,31.38,149.91,47.53
9c0d5026,14.25,21.73,33.53
f99f127d,84.18,38.38,18.62
8f0a4c35,42.34,132.65,37.66
02d72c77,18.44,66.68,13.92
a0117214,24.85,148.8,44.37
67c87f5e,34.36,106.53,5.53
ed72da72,64.24,134.56,23.99
a3c5296a,36.95,148.64,35.89
53cf69f5,28.52,63.78,33.38
ecf6b839,69.3,21.19,21.17
02292d95,79.75,101.19,27.0
9e247fbd,48.81,124.73,43.54
6c1b68ea,10.23,111.88,8.39
c845a7a8,16.78,92.98,35.05
cd7882f3,30.23,23.18,22.81
4de351a9,28.32,38.43,20.8
9005c629,54.77,95.87,10.22
32fe6829,77.83,93.16,33.33
78566e09,24.43,102.09,42.54
2d391468,34.92,147.6,21.04
bbabf386,24.79,60.61,11.22
4e905b18,68.94,102.76,21.23
4d627f3e,18.73,70.29,46.37
b2b18cb6,66.66,77.76,44.48
9bafe036,37.97,111.89,8.74
b029d49a,73.48,137.99,28.19
6c2ab9ef,83.27,104.51,26.22
2bf2d598,12.79,80.0,7.18
5ca43bf7,60.49,82.85,5.69
9b7d27a9,78.87,125.62,43.98
87979f31,13.01,134.41,29.5
044850a2,43.51,89.64,16.94
c365b48a,43.98,52.61,45.97
5425ed18,55.01,73.43,25.94
ffea29a6,24.38,78.89,29.66
74b681fe,42.49,21.67,47.71
e68df449,46.91,95.8,8.78
a0f411a4,58.31,76.44,7.51
ea0dcac9,54.89,60.15,22.56
70999d1e,23.01,104.5,20.07
9f92b452,13.28,102.42,16.92
88e9a207,85.11,115.85,20.13
c54fa059,99.68,61.88,21.84
2de7f74d,32.43,81.52,42.78
73a5dca6,52.29,41.94,43.37
600784fc,25.58,110.22,13.37
85c08e4a,16.39,56.63,9.89
d796ad7d,44.58,104.25,13.44
3b9eb918,70.25,78.97,35.84
ac8b4495,64.77,53.76,43.77
aa40be8f,96.31,132.65,11.95
039e2728,23.72,99.45,14.43
05797020,59.8,26.46,29.97
c3487251,96.85,98.17,32.65
cd93f641,32.02,29.47,19.81
964725b4,54.61,122.36,31.66
c6323e6e,82.79,62.51,40.78
f5b651fc,10.25,35.2,25.9
73176870,12.84,45.82,36.27
eac6cbdd,50.23,59.29,29.82
eb4f1947,45.46,38.52,8.04
a8e15d36,67.23,57.66,19.24
51252206,92.89,85.58,5.99
58187a33,81.6,86.26,38.87
ab1c8a7a,68.39,128.26,28.81
c07aac7e,74.35,120.43,17.57
91885233,93.94,30.48,9.89
b49d0aaf,11.21,25.45,49.25
7f52f1a6,95.41,46.04,46.61
2fbc60c6,72.49,140.55,15.71
37d67dca,90.34,95.25,22.12
f8266e46,20.16,137.88,45.47
3622a47f,18.02,47.15,31.6
e6fce57a,48.62,130.91,44.29
15d4b931,18.18,93.3,47.75
414c145e,69.54,132.52,41.51
3c19b15c,18.98,137.06,44.53
9af38588,64.99,139.21,28.57
af39950f,11.87,83.79,38.53
50501494,85.69,56.01,27.18
6d2979b1,42.51,113.7,38.22
9c6179e3,30.91,41.45,12.91
ad532ab3,57.2,113.14,44.91
aca977d3,88.99,135.51,26.23
deb8da23,92.4,74.81,12.72
21c0d279,95.68,42.74,45.9
88b80833,18.91,74.47,17.43
9bd053d3,42.89,37.53,17.89
f84e568c,17.14,117.71,20.92
132c7402,17.14,81.3,41.1
903c1404,50.18,34.9,22.92
a7cc6418,91.37,121.73,15.21
de384e70,58.61,70.09,12.85
7aab3650,84.18,20.96,37.78
ed640e24,25.09,39.56,13.91
ed4b4351,76.36,54.05,24.85
ac7b81b2,70.21,136.56,27.98
1e9e7379,70.18,110.79,29.25
b80b21e5,31.25,100.87,29.42
ed00a567,85.4,60.17,38.84
ed58f0d2,37.62,30.56,44.5
1cf30a5f,77.23,121.19,48.67
e6c16bff,49.63,49.45,46.55
2e687a47,19.77,59.31,46.22
e7826d68,43.71,40.42,44.56
3f2a61d6,92.02,139.05,6.54
05d8195e,56.04,24.54,40.31
81b6432a,75.95,24.57,22.98
c0d8df33,35.03,52.21,40.08
2739cbb7,97.83,129.71,19.13
49ffa6bc,75.37,84.78,32.59
5c6f3bbb,92.64,123.37,47.59
a6bea26c,65.63,146.03,24.52
f8986357,17.89,137.67,26.89
acba3f1b,20.0,41.63,34.14
785d92ca,81.02,83.28,42.17
6f65236d,37.48,56.09,9.89
fd4c449a,55.44,123.99,10.98
8de9bbbb,80.44,100.95,26.92
f3f21e9d,60.03,114.29,25.12
37a942ca,72.74,141.05,22.73
2821073c,48.12,112.36,11.56
c1905ccc,27.88,23.26,34.37
a683dd58,26.87,34.21,39.91
09f8f6c1,52.44,68.68,20.79
0bfbc17b,79.94,56.18,29.3
c98e3424,60.61,132.15,25.59
b525b64e,16.02,99.74,13.26
792a6154,83.78,74.26,16.81
e328b2fb,79.81,36.33,28.32
330b8316,15.79,125.26,42.88
7175202c,83.74,94.08,21.41
8f1153cd,27.96,77.35,34.1
25cddc48,91.19,121.62,20.42
21c61d25,33.97,110.67,9.81
772209d7,22.71,110.59,24.85
868ceae7,27.24,117.24,13.38
f752d23c,76.38,142.72,42.64
18a9200d,34.16,40.33,21.74
79d44b29,50.55,148.32,36.75
58bc55a6,84.76,140.43,20.41
2ef32541,44.23,43.5,27.2
6de58558,88.32,101.85,32.46
7f38e2ae,49.86,132.08,7.8
d9c326ce,67.56,30.24,49.42
e3e2388e,29.93,26.88,45.78
43cd9a69,75.31,128.45,32.05
086f9eb2,99.32,51.16,7.86
01c8faaa,24.8,69.58,8.78
7f4c47f0,44.53,112.63,44.46
a46f9f55,77.92,108.45,34.06
5af697d1,31.15,99.65,33.69
465ee49b,66.14,58.7,19.28
5a25f7d5,80.03,138.48,26.34
b920212e,46.5,63.74,24.67
f1cd8ef5,88.2,40.99,42.85
9b930a15,26.16,146.21,9.7
974f3262,53.05,67.24,18.88
22c6badc,81.45,70.91,5.67
d585b344,13.21,132.25,39.35
de729737,14.23,24.12,24.02
b53828a9,28.45,76.69,44.5
110a8676,92.99,102.11,26.02
280450ca,86.61,77.05,13.61
8873582b,11.69,78.01,5.58
da9ab45a,38.74,93.83,8.21
0d8b8040,77.95,89.19,42.56
d16b9433,78.67,52.4,21.16
04ffd10b,77.47,120.13,12.36
ebc3e29c,15.6,31.78,14.41
3359d5f2,58.35,108.0,43.14
59196ba3,83.66,123.07,36.63
d972f728,59.43,89.2,21.1
a62e6730,54.96,142.11,28.97
135648fa,98.76,117.03,7.22
7729fd75,17.62,87.55,43.36
e6981046,55.95,128.64,35.98
081d231e,28.23,100.48,35.68
19785400,28.42,134.33,49.39
141d755c,83.79,81.84,27.01
15fac309,56.64,142.11,13.71
d8f36f26,69.63,131.2,33.9
2cdbb034,54.45,106.71,15.65
62d93ee9,72.29,144.16,10.7
4fe36672,62.63,68.87,13.05
91adec35,70.48,31.2,8.12
e1523090,54.36,78.72,12.37
bf4394d2,75.02,60.41,39.75
ce8fdf35,80.06,130.77,47.99
2e5a78b8,39.27,55.98,47.52
fd984fad,86.71,22.72,47.0
1f3b69d7,35.88,137.28,49.94
ea1e4a91,19.07,46.18,17.55
087cfa62,30.87,134.39,32.35
7be4443c,80.04,146.43,41.78
1312cf08,15.77,132.86,30.66
a98c86b1,12.16,104.73,11.16
72d1958c,83.21,76.53,24.4
222b9492,53.9,96.91,33.19
012597ab,79.63,59.64,44.71
aac295cb,31.05,62.61,42.85
8db5ac29,15.47,137.95,45.03
6e369282,86.59,102.03,16.33
df8df7df,25.56,62.88,11.0
39af2500,24.61,83.18,24.47
bf96185d,89.51,62.76,46.78
3686f9c4,76.1,39.18,36.77
0e3ad0b4,41.15,95.95,29.19
f454c941,73.4,89.81,42.74
1988c76f,54.42,96.05,33.94
d5bf85da,96.52,50.52,6.93
4196d5e4,49.88,22.48,21.31
7095c908,71.19,88.54,48.98
fa67b999,33.77,98.41,17.27
e004fdbc,80.13,141.4,43.12
cdb316f6,67.49,138.57,23.08
17c2eec3,58.33,57.81,21.57
3a0b2ce1,34.84,33.25,26.12
e5e02dbb,58.73,140.29,25.72
37618bd3,29.03,112.13,38.47
721c423b,44.19,61.48,37.98
4366d3b8,24.56,111.16,40.53
4b7561cd,90.15,34.46,7.2
e6df7e53,18.3,94.61,17.08
fafad729,36.3,74.27,26.57
2d7aee26,83.84,43.25,46.35
43eb812c,35.65,140.5,28.57
b59da750,52.96,41.36,49.19
ba4b3513,30.58,142.81,5.76
e3fa1807,10.75,58.27,8.63
8a1c71b9,59.53,101.87,32.66
30959ce6,63.25,27.58,25.09
8a2fa2a5,61.87,135.94,47.1
9f2b64c1,29.72,35.52,48.53
5180f9f9,39.98,82.41,29.37
5bcdff0b,65.13,70.58,9.32
8b8421a0,79.26,49.16,39.92
5c47dfdb,98.78,128.19,46.15
fb057fec,75.98,45.93,29.14
757da4b8,59.72,52.32,43.63
02f264f0,55.65,42.82,29.9
8eb03712,70.88,110.35,22.68
465126d7,22.15,105.29,10.6
2aa8c3a4,75.43,102.72,35.39
3e6a5bdd,33.47,132.26,18.08
df4ccbc7,30.71,120.29,20.87
d7618b63,33.96,39.79,25.23
8429f20b,37.13,117.39,14.99
0e610176,17.69,110.43,41.87
57014c96,38.0,140.3,34.49
23302540,48.4,78.42,41.59
ef3f0122,15.82,74.48,43.22
038c2ee7,61.55,94.81,15.81
a50d4280,67.28,38.4,8.63
bd26feab,68.15,148.35,43.9
c0c065f0,36.08,115.25,49.21
f5260cb1,39.06,42.13,20.63
67454fb8,96.85,122.91,25.25
6dee1c9f,74.04,62.52,27.64
9083e8cb,31.6,123.1,24.15
f3b4c122,66.87,103.08,26.68
d9783ca6,96.77,101.01,37.47
09e0ba88,27.34,132.16,22.83
5d2fb4dd,75.25,135.67,40.99
4cb9b914,26.84,85.84,6.53
dfb700f0,55.29,147.81,41.94
09225286,82.95,91.66,17.57
9ffeea4e,84.73,121.33,32.03
5fa01ad5,33.03,83.81,28.39
67058406,12.76,34.61,36.46
69090b23,24.98,115.6,49.51
de91d784,77.59,98.72,46.88
87f383b1,40.99,118.27,41.33
3233aa1b,51.09,137.87,34.41
c0d65ac1,77.63,70.15,37.32
12bcb599,32.65,55.19,12.94
f2b99d78,71.64,36.53,49.49
916e051d,25.79,104.76,12.4
7fc3f959,45.36,50.32,30.65
07d70314,37.16,64.34,26.29
01b21982,50.01,23.26,40.11
14db6ebb,74.18,122.42,47.84
02a49223,63.77,51.63,28.3
fa643737,33.28,80.6,29.34
c8efcd09,63.8,90.36,49.83
5903e0fb,40.84,106.66,9.5
6fb3840c,61.66,33.45,49.63
368ce43f,89.45,113.79,40.57
bd16b02a,21.3,50.53,29.66
5e467bda,15.89,111.33,17.19
eb5fc00e,75.76,148.03,36.6
9a61c5a2,33.42,132.62,8.05
f9186bd3,20.09,35.77,21.92
f9fb2e6b,22.08,135.6,43.44
be364513,27.89,102.43,25.44
4f892593,94.54,60.91,39.61
6b05fa8c,10.52,90.34,17.18
53166f44,83.05,94.76,28.67
55c882e0,59.62,102.12,9.22
2ad68e44,16.62,29.99,32.94
36363f2f,30.2,124.38,34.02
422bd0e3,50.17,58.78,9.89
a21b79fb,56.49,145.53,18.08
0b76a4f1,76.34,75.06,15.91
71436876,55.49,107.69,48.88
f1822c86,24.12,26.09,14.3
6c4b0d43,29.17,61.35,29.8
0405df77,12.02,112.55,42.48
d0445dfa,88.71,110.37,23.31
0a574996,44.92,120.29,40.45
b93e9ba4,92.74,49.89,36.69
d9fc91a1,50.23,72.06,14.93
b053ead9,38.84,98.0,32.69
b4e1d095,62.39,20.74,20.56
607b58af,60.56,88.01,22.78
9c33d66d,48.58,118.62,34.1
1abd9524,98.87,131.02,32.76
fcb48c15,95.03,107.01,45.75
5db52988,68.44,121.29,10.78
6605b3fe,92.74,122.79,13.27
762089df,52.72,27.56,26.92
a4fbc1b6,37.57,114.22,31.42
a967f7a3,61.26,51.2,33.73
80fa8fcc,74.99,139.69,44.83
6fe627da,58.19,90.42,12.39
e7e705c0,19.15,144.07,12.66
52d539d8,88.09,147.56,41.96
3cec39de,23.77,105.23,10.59
50f3cec7,35.71,42.92,8.68
8ad1d45e,60.82,43.39,45.81
756d8152,94.56,84.72,31.78
31a76c35,44.65,86.44,41.14
2ff5143b,63.8,61.47,8.92
70047fa2,32.22,115.79,8.49
7a4aa37e,18.81,42.45,48.27
ab231484,25.91,146.35,18.75
9856c262,49.28,33.86,48.84
d94e35c3,72.15,102.9,32.08
3c821afd,79.11,56.71,18.1
8ea82d02,76.58,88.83,6.96
644ec52f,60.9,50.13,18.98
1d40e6b0,69.89,93.28,9.3
3ee04187,89.33,92.05,16.66
ebac1843,54.59,136.12,25.24
c7d82add,41.39,73.8,45.21
8f7cbcf0,40.13,97.68,43.38
852eb080,26.27,115.65,14.72
27f50e7c,57.62,83.93,8.66
b7d0efec,89.01,142.85,33.24
248b70cf,63.18,118.37,21.89
919f41f9,71.23,112.57,15.25
18da0e1f,26.19,47.98,41.12
76de9809,52.52,77.32,24.0
45210065,54.69,47.94,30.1
7b2ff916,11.17,137.87,25.71
d9a2e4e2,80.37,58.51,5.99
f37b11c0,88.88,149.43,16.14
1cc6d364,68.62,79.28,39.55
58c820d1,54.84,148.92,8.17
d0af5ece,27.08,71.39,10.26
312f65fc,97.28,74.52,19.05
7fc66863,21.21,44.16,14.19
cd24b36b,21.79,111.61,11.85
449d9932,42.28,20.77,26.7
5562769d,83.86,24.11,36.05
53f71a70,22.02,36.35,44.31
d2875895,75.84,51.28,16.31
f2f306ea,72.66,117.6,44.06
dc53063c,87.13,95.14,47.44
b44e4b32,31.79,130.99,46.15
551aca83,89.88,135.86,27.18
805ae0ad,44.85,119.0,26.48
53748de3,65.65,35.14,37.15
5d879408,24.83,25.18,32.48
003a5660,53.53,101.97,16.2
8b8b24bd,96.19,101.72,22.44
a6e94010,85.3,30.36,8.22
f5131e6a,34.6,39.11,21.73
ee1943ad,40.96,57.28,31.7
d76300ab,12.06,121.85,39.13
7c9c6def,77.42,26.31,19.65
01779a2e,77.09,21.68,9.87
d9a1063e,65.12,140.47,45.91
d0871293,61.68,118.98,46.7
c260c61e,59.76,134.58,6.12
1d15f83b,63.92,90.99,42.59
c62bba57,97.55,69.91,32.44
eaf309ac,61.82,79.67,13.6
e2d5db2f,21.66,126.17,8.63
20a2f617,31.54,84.12,23.86
87ea61c2,13.09,104.08,44.75
f022a938,71.91,147.65,9.39
38944bc2,31.77,43.4,27.43
cb2714b1,93.42,83.27,13.14
d99ce3b5,51.81,66.95,32.46
6e869535,49.32,61.17,27.53
f580e944,89.13,98.23,36.1
2c8de08c,55.34,138.42,35.94
b124cf2d,48.68,118.31,28.78
c9ecdd55,77.41,71.6,38.53
e741852d,55.89,35.18,49.78
2116c991,11.36,110.5,39.28
efb47ce9,90.17,62.56,19.9
e7c57ba6,31.7,49.11,35.32
c12dd09b,39.91,67.68,6.0
cc851b8d,15.66,76.25,48.39
69b10117,29.62,100.27,32.93
8f340ab7,29.67,135.89,25.4
f6ace1fd,92.54,32.17,18.77
7561a161,47.66,22.32,47.21
6545b49c,31.15,145.39,46.58
d771063c,35.01,104.69,34.46
dc6e720d,44.18,67.47,32.75
e04576c9,72.8,47.05,15.66
74310699,18.14,143.16,49.96
a5966c2d,57.14,70.41,19.8
3cb21bf4,80.09,106.31,9.85
36b2fcb2,69.66,148.88,29.5
758dff5d,44.87,26.85,38.52
3682ef34,94.97,129.9,12.31
89446227,76.44,48.46,43.32
da6186da,38.37,66.43,9.07
3df05188,32.84,62.31,32.66
79492fc1,45.72,71.6,18.55
209d2e43,62.43,50.27,10.94
8e43cf1e,27.75,148.21,24.07
7500aedc,48.06,68.78,9.67
80ad4e5f,56.08,145.79,18.04
f1e56b06,67.92,142.35,39.42
b1b2ebbe,17.18,28.83,25.92
2eb25cdf,28.46,96.07,41.91
19aaedbe,51.78,36.27,8.97
b9a35de7,16.32,148.03,29.82
51e6cf4c,15.4,43.96,49.07
6417ae76,92.32,144.08,13.06
50265d63,73.95,38.6,42.36
1cdf5107,43.88,66.08,19.69
aa015926,77.58,85.76,17.74
9f42c8c6,92.56,108.05,5.36
3117fa60,57.2,108.8,17.11
64eb7dd5,27.35,125.54,11.73
a6154137,51.69,28.4,21.26
d019924a,73.73,138.78,46.95
d2e5604e,39.2,100.1,47.38
